ibge_code,city,state_uf,state_name,city_search
4202008,Balneário Camboriú,SC,Santa Catarina,balneario camboriu
4202073,Balneário Gaivota,SC,Santa Catarina,balneario gaivota
4212809,Balneário Piçarras,SC,Santa Catarina,balneario picarras
4220000,Balneário Rincão,SC,Santa Catarina,balneario rincao
4202081,Bandeirante,SC,Santa Catarina,bandeirante
4202099,Barra Bonita,SC,Santa Catarina,barra bonita
4202107,Barra Velha,SC,Santa Catarina,barra velha
4202131,Bela Vista do Toldo,SC,Santa Catarina,bela vista do toldo
4202156,Belmonte,SC,Santa Catarina,belmonte
4202206,Benedito Novo,SC,Santa Catarina,benedito novo
4202305,Biguaçu,SC,Santa Catarina,biguacu
4202404,Blumenau,SC,Santa Catarina,blumenau
4202438,Bocaina do Sul,SC,Santa Catarina,bocaina do sul
4202503,Bom Jardim da Serra,SC,Santa Catarina,bom jardim da serra
4202537,Bom Jesus,SC,Santa Catarina,bom jesus
4202578,Bom Jesus do Oeste,SC,Santa Catarina,bom jesus do oeste
4202602,Bom Retiro,SC,Santa Catarina,bom retiro
4202453,Bombinhas,SC,Santa Catarina,bombinhas
4202701,Botuverá,SC,Santa Catarina,botuvera
4202800,Braço do Norte,SC,Santa Catarina,braco do norte
4202859,Braço do Trombudo,SC,Santa Catarina,braco do trombudo
4202875,Brunópolis,SC,Santa Catarina,brunopolis
4202909,Brusque,SC,Santa Catarina,brusque
4203006,Caçador,SC,Santa Catarina,cacador
4203105,Caibi,SC,Santa Catarina,caibi
4203154,Calmon,SC,Santa Catarina,calmon
4203204,Camboriú,SC,Santa Catarina,camboriu
4203303,Campo Alegre,SC,Santa Catarina,campo alegre
4203402,Campo Belo do Sul,SC,Santa Catarina,campo belo do sul
4203501,Campo Erê,SC,Santa Catarina,campo ere
4203600,Campos Novos,SC,Santa Catarina,campos novos
4203709,Canelinha,SC,Santa Catarina,canelinha
4203808,Canoinhas,SC,Santa Catarina,canoinhas
4203253,Capão Alto,SC,Santa Catarina,capao alto
4203907,Capinzal,SC,Santa Catarina,capinzal
4203956,Capivari de Baixo,SC,Santa Catarina,capivari de baixo
4204004,Catanduvas,SC,Santa Catarina,catanduvas
4204103,Caxambu do Sul,SC,Santa Catarina,caxambu do sul
4204152,Celso Ramos,SC,Santa Catarina,celso ramos
4204178,Cerro Negro,SC,Santa Catarina,cerro negro
4204194,Chapadão do Lageado,SC,Santa Catarina,chapadao do lageado
4204202,Chapecó,SC,Santa Catarina,chapeco
4204251,Cocal do Sul,SC,Santa Catarina,cocal do sul
4204301,Concórdia,SC,Santa Catarina,concordia
4204350,Cordilheira Alta,SC,Santa Catarina,cordilheira alta
4204400,Coronel Freitas,SC,Santa Catarina,coronel freitas
4204459,Coronel Martins,SC,Santa Catarina,coronel martins
4204558,Correia Pinto,SC,Santa Catarina,correia pinto
4204509,Corupá,SC,Santa Catarina,corupa
4204608,Criciúma,SC,Santa Catarina,criciuma
4204707,Cunha Porã,SC,Santa Catarina,cunha pora
4204756,Cunhataí,SC,Santa Catarina,cunhatai
4204806,Curitibanos,SC,Santa Catarina,curitibanos
4204905,Descanso,SC,Santa Catarina,descanso
4205001,Dionísio Cerqueira,SC,Santa Catarina,dionisio cerqueira
4205100,Dona Emma,SC,Santa Catarina,dona emma
4205159,Doutor Pedrinho,SC,Santa Catarina,doutor pedrinho
4205175,Entre Rios,SC,Santa Catarina,entre rios
4205191,Ermo,SC,Santa Catarina,ermo
4205209,Erval Velho,SC,Santa Catarina,erval velho
4205308,Faxinal dos Guedes,SC,Santa Catarina,faxinal dos guedes
4205357,Flor do Sertão,SC,Santa Catarina,flor do sertao
4205407,Florianópolis,SC,Santa Catarina,florianopolis
4205431,Formosa do Sul,SC,Santa Catarina,formosa do sul
4205456,Forquilhinha,SC,Santa Catarina,forquilhinha
4205506,Fraiburgo,SC,Santa Catarina,fraiburgo
4205555,Frei Rogério,SC,Santa Catarina,frei rogerio
4205605,Galvão,SC,Santa Catarina,galvao
4205704,Garopaba,SC,Santa Catarina,garopaba
4205803,Garuva,SC,Santa Catarina,garuva
4205902,Gaspar,SC,Santa Catarina,gaspar
4206009,Governador Celso Ramos,SC,Santa Catarina,governador celso ramos
4206108,Grão-Pará,SC,Santa Catarina,grao-para
4206207,Gravatal,SC,Santa Catarina,gravatal
4206306,Guabiruba,SC,Santa Catarina,guabiruba
4206405,Guaraciaba,SC,Santa Catarina,guaraciaba
4206504,Guaramirim,SC,Santa Catarina,guaramirim
4206603,Guarujá do Sul,SC,Santa Catarina,guaruja do sul
4206652,Guatambú,SC,Santa Catarina,guatambu
4206702,Herval d'Oeste,SC,Santa Catarina,herval d'oeste
4206751,Ibiam,SC,Santa Catarina,ibiam
4206801,Ibicaré,SC,Santa Catarina,ibicare
4206900,Ibirama,SC,Santa Catarina,ibirama
4207007,Içara,SC,Santa Catarina,icara
4207106,Ilhota,SC,Santa Catarina,ilhota
4207205,Imaruí,SC,Santa Catarina,imarui
4207304,Imbituba,SC,Santa Catarina,imbituba
4207403,Imbuia,SC,Santa Catarina,imbuia
4207502,Indaial,SC,Santa Catarina,indaial
4207577,Iomerê,SC,Santa Catarina,iomere
4207601,Ipira,SC,Santa Catarina,ipira
4207650,Iporã do Oeste,SC,Santa Catarina,ipora do oeste
4207684,Ipuaçu,SC,Santa Catarina,ipuacu
4207700,Ipumirim,SC,Santa Catarina,ipumirim
4207759,Iraceminha,SC,Santa Catarina,iraceminha
4207809,Irani,SC,Santa Catarina,irani
4207858,Irati,SC,Santa Catarina,irati
4207908,Irineópolis,SC,Santa Catarina,irineopolis
4208005,Itá,SC,Santa Catarina,ita
4208104,Itaiópolis,SC,Santa Catarina,itaiopolis
4208203,Itajaí,SC,Santa Catarina,itajai
4208302,Itapema,SC,Santa Catarina,itapema
4208401,Itapiranga,SC,Santa Catarina,itapiranga
4208450,Itapoá,SC,Santa Catarina,itapoa
4208500,Ituporanga,SC,Santa Catarina,ituporanga
4208609,Jaborá,SC,Santa Catarina,jabora
4208708,Jacinto Machado,SC,Santa Catarina,jacinto machado
4208807,Jaguaruna,SC,Santa Catarina,jaguaruna
4208906,Jaraguá do Sul,SC,Santa Catarina,jaragua do sul
4208955,Jardinópolis,SC,Santa Catarina,jardinopolis
4209003,Joaçaba,SC,Santa Catarina,joacaba
4209102,Joinville,SC,Santa Catarina,joinville
4209151,José Boiteux,SC,Santa Catarina,jose boiteux
4209177,Jupiá,SC,Santa Catarina,jupia
4209201,Lacerdópolis,SC,Santa Catarina,lacerdopolis
4209300,Lages,SC,Santa Catarina,lages
4209409,Laguna,SC,Santa Catarina,laguna
4209458,Lajeado Grande,SC,Santa Catarina,lajeado grande
4209508,Laurentino,SC,Santa Catarina,laurentino
4209607,Lauro Müller,SC,Santa Catarina,lauro muller
4209706,Lebon Régis,SC,Santa Catarina,lebon regis
4209805,Leoberto Leal,SC,Santa Catarina,leoberto leal
4209854,Lindóia do Sul,SC,Santa Catarina,lindoia do sul
4209904,Lontras,SC,Santa Catarina,lontras
4210001,Luiz Alves,SC,Santa Catarina,luiz alves
4210035,Luzerna,SC,Santa Catarina,luzerna
4210050,Macieira,SC,Santa Catarina,macieira
4210100,Mafra,SC,Santa Catarina,mafra
4210209,Major Gercino,SC,Santa Catarina,major gercino
4210308,Major Vieira,SC,Santa Catarina,major vieira
4210407,Maracajá,SC,Santa Catarina,maracaja
4210506,Maravilha,SC,Santa Catarina,maravilha
4210555,Marema,SC,Santa Catarina,marema
4210605,Massaranduba,SC,Santa Catarina,massaranduba
4210704,Matos Costa,SC,Santa Catarina,matos costa
4210803,Meleiro,SC,Santa Catarina,meleiro
4210852,Mirim Doce,SC,Santa Catarina,mirim doce
4210902,Modelo,SC,Santa Catarina,modelo
4211009,Mondaí,SC,Santa Catarina,mondai
4211058,Monte Carlo,SC,Santa Catarina,monte carlo
4211108,Monte Castelo,SC,Santa Catarina,monte castelo
4211207,Morro da Fumaça,SC,Santa Catarina,morro da fumaca
4211256,Morro Grande,SC,Santa Catarina,morro grande
4211306,Navegantes,SC,Santa Catarina,navegantes
4211405,Nova Erechim,SC,Santa Catarina,nova erechim
4211454,Nova Itaberaba,SC,Santa Catarina,nova itaberaba
4211504,Nova Trento,SC,Santa Catarina,nova trento
4211603,Nova Veneza,SC,Santa Catarina,nova veneza
4211652,Novo Horizonte,SC,Santa Catarina,novo horizonte
4211702,Orleans,SC,Santa Catarina,orleans
4211751,Otacílio Costa,SC,Santa Catarina,otacilio costa
4211801,Ouro,SC,Santa Catarina,ouro
4211850,Ouro Verde,SC,Santa Catarina,ouro verde
4211876,Paial,SC,Santa Catarina,paial
4211892,Painel,SC,Santa Catarina,painel
4211900,Palhoça,SC,Santa Catarina,palhoca
4212007,Palma Sola,SC,Santa Catarina,palma sola
4212056,Palmeira,SC,Santa Catarina,palmeira
4212106,Palmitos,SC,Santa Catarina,palmitos
4212205,Papanduva,SC,Santa Catarina,papanduva
4212239,Paraíso,SC,Santa Catarina,paraiso
4212254,Passo de Torres,SC,Santa Catarina,passo de torres
4212270,Passos Maia,SC,Santa Catarina,passos maia
4212304,Paulo Lopes,SC,Santa Catarina,paulo lopes
4212403,Pedras Grandes,SC,Santa Catarina,pedras grandes
4212502,Penha,SC,Santa Catarina,penha
4212601,Peritiba,SC,Santa Catarina,peritiba
4212650,Pescaria Brava,SC,Santa Catarina,pescaria brava
4212700,Petrolândia,SC,Santa Catarina,petrolandia
4212908,Pinhalzinho,SC,Santa Catarina,pinhalzinho
4213005,Pinheiro Preto,SC,Santa Catarina,pinheiro preto
4213104,Piratuba,SC,Santa Catarina,piratuba
4213153,Planalto Alegre,SC,Santa Catarina,planalto alegre
4213203,Pomerode,SC,Santa Catarina,pomerode
4213302,Ponte Alta,SC,Santa Catarina,ponte alta
4213351,Ponte Alta do Norte,SC,Santa Catarina,ponte alta do norte
4213401,Ponte Serrada,SC,Santa Catarina,ponte serrada
4213500,Porto Belo,SC,Santa Catarina,porto belo
4213609,Porto União,SC,Santa Catarina,porto uniao
4213708,Pouso Redondo,SC,Santa Catarina,pouso redondo
4213807,Praia Grande,SC,Santa Catarina,praia grande
4213906,Presidente Castello Branco,SC,Santa Catarina,presidente castello branco
4214003,Presidente Getúlio,SC,Santa Catarina,presidente getulio
4214102,Presidente Nereu,SC,Santa Catarina,presidente nereu
4214151,Princesa,SC,Santa Catarina,princesa
4214201,Quilombo,SC,Santa Catarina,quilombo
4214300,Rancho Queimado,SC,Santa Catarina,rancho queimado
4214409,Rio das Antas,SC,Santa Catarina,rio das antas
4214508,Rio do Campo,SC,Santa Catarina,rio do campo
4214607,Rio do Oeste,SC,Santa Catarina,rio do oeste
4214805,Rio do Sul,SC,Santa Catarina,rio do sul
4214706,Rio dos Cedros,SC,Santa Catarina,rio dos cedros
4214904,Rio Fortuna,SC,Santa Catarina,rio fortuna
4215000,Rio Negrinho,SC,Santa Catarina,rio negrinho
4215059,Rio Rufino,SC,Santa Catarina,rio rufino
4215075,Riqueza,SC,Santa Catarina,riqueza
4215109,Rodeio,SC,Santa Catarina,rodeio
4215208,Romelândia,SC,Santa Catarina,romelandia
4215307,Salete,SC,Santa Catarina,salete
4215356,Saltinho,SC,Santa Catarina,saltinho
4215406,Salto Veloso,SC,Santa Catarina,salto veloso
4215455,Sangão,SC,Santa Catarina,sangao
4215505,Santa Cecília,SC,Santa Catarina,santa cecilia
4215554,Santa Helena,SC,Santa Catarina,santa helena
4215604,Santa Rosa de Lima,SC,Santa Catarina,santa rosa de lima
4215653,Santa Rosa do Sul,SC,Santa Catarina,santa rosa do sul
4215679,Santa Terezinha,SC,Santa Catarina,santa terezinha
4215687,Santa Terezinha do Progresso,SC,Santa Catarina,santa terezinha do progresso
4215695,Santiago do Sul,SC,Santa Catarina,santiago do sul
4215703,Santo Amaro da Imperatriz,SC,Santa Catarina,santo amaro da imperatriz
4215802,São Bento do Sul,SC,Santa Catarina,sao bento do sul
4215752,São Bernardino,SC,Santa Catarina,sao bernardino
4215901,São Bonifácio,SC,Santa Catarina,sao bonifacio
4216008,São Carlos,SC,Santa Catarina,sao carlos
4216057,São Cristóvão do Sul,SC,Santa Catarina,sao cristovao do sul
4216107,São Domingos,SC,Santa Catarina,sao domingos
4216206,São Francisco do Sul,SC,Santa Catarina,sao francisco do sul
4216305,São João Batista,SC,Santa Catarina,sao joao batista
4216354,São João do Itaperiú,SC,Santa Catarina,sao joao do itaperiu
4216255,São João do Oeste,SC,Santa Catarina,sao joao do oeste
4216404,São João do Sul,SC,Santa Catarina,sao joao do sul
4216503,São Joaquim,SC,Santa Catarina,sao joaquim
4216602,São José,SC,Santa Catarina,sao jose
4216701,São José do Cedro,SC,Santa Catarina,sao jose do cedro
4216800,São José do Cerrito,SC,Santa Catarina,sao jose do cerrito
4216909,São Lourenço do Oeste,SC,Santa Catarina,sao lourenco do oeste
4217006,São Ludgero,SC,Santa Catarina,sao ludgero
4217105,São Martinho,SC,Santa Catarina,sao martinho
4217154,São Miguel da Boa Vista,SC,Santa Catarina,sao miguel da boa vista
4217204,São Miguel do Oeste,SC,Santa Catarina,sao miguel do oeste
4217253,São Pedro de Alcântara,SC,Santa Catarina,sao pedro de alcantara
4217303,Saudades,SC,Santa Catarina,saudades
4217402,Schroeder,SC,Santa Catarina,schroeder
4217501,Seara,SC,Santa Catarina,seara
4217550,Serra Alta,SC,Santa Catarina,serra alta
4217600,Siderópolis,SC,Santa Catarina,sideropolis
4217709,Sombrio,SC,Santa Catarina,sombrio
4217758,Sul Brasil,SC,Santa Catarina,sul brasil
4217808,Taió,SC,Santa Catarina,taio
4217907,Tangará,SC,Santa Catarina,tangara
4217956,Tigrinhos,SC,Santa Catarina,tigrinhos
4218004,Tijucas,SC,Santa Catarina,tijucas
4218103,Timbé do Sul,SC,Santa Catarina,timbe do sul
4218202,Timbó,SC,Santa Catarina,timbo
4218251,Timbó Grande,SC,Santa Catarina,timbo grande
4218301,Três Barras,SC,Santa Catarina,tres barras
4218350,Treviso,SC,Santa Catarina,treviso
4218400,Treze de Maio,SC,Santa Catarina,treze de maio
4218509,Treze Tílias,SC,Santa Catarina,treze tilias
4218608,Trombudo Central,SC,Santa Catarina,trombudo central
4218707,Tubarão,SC,Santa Catarina,tubarao
4218756,Tunápolis,SC,Santa Catarina,tunapolis
4218806,Turvo,SC,Santa Catarina,turvo
4218855,União do Oeste,SC,Santa Catarina,uniao do oeste
4218905,Urubici,SC,Santa Catarina,urubici
4218954,Urupema,SC,Santa Catarina,urupema
4219002,Urussanga,SC,Santa Catarina,urussanga
4219101,Vargeão,SC,Santa Catarina,vargeao
4219150,Vargem,SC,Santa Catarina,vargem
4219176,Vargem Bonita,SC,Santa Catarina,vargem bonita
4219200,Vidal Ramos,SC,Santa Catarina,vidal ramos
4219309,Videira,SC,Santa Catarina,videira
4219358,Vitor Meireles,SC,Santa Catarina,vitor meireles
4219408,Witmarsum,SC,Santa Catarina,witmarsum
4219507,Xanxerê,SC,Santa Catarina,xanxere
4219606,Xavantina,SC,Santa Catarina,xavantina
4219705,Xaxim,SC,Santa Catarina,xaxim
4219853,Zortéa,SC,Santa Catarina,zortea
2800100,Amparo do São Francisco,SE,Sergipe,amparo do sao francisco
2800209,Aquidabã,SE,Sergipe,aquidaba
2800308,Aracaju,SE,Sergipe,aracaju
2800407,Arauá,SE,Sergipe,araua
2800506,Areia Branca,SE,Sergipe,areia branca
2800605,Barra dos Coqueiros,SE,Sergipe,barra dos coqueiros
2800670,Boquim,SE,Sergipe,boquim
2800704,Brejo Grande,SE,Sergipe,brejo grande
2801009,Campo do Brito,SE,Sergipe,campo do brito
2801108,Canhoba,SE,Sergipe,canhoba
2801207,Canindé de São Francisco,SE,Sergipe,caninde de sao francisco
2801306,Capela,SE,Sergipe,capela
2801405,Carira,SE,Sergipe,carira
2801504,Carmópolis,SE,Sergipe,carmopolis
2801603,Cedro de São João,SE,Sergipe,cedro de sao joao
2801702,Cristinápolis,SE,Sergipe,cristinapolis
2801900,Cumbe,SE,Sergipe,cumbe
2802007,Divina Pastora,SE,Sergipe,divina pastora
2802106,Estância,SE,Sergipe,estancia
2802205,Feira Nova,SE,Sergipe,feira nova
2802304,Frei Paulo,SE,Sergipe,frei paulo
2802403,Gararu,SE,Sergipe,gararu
2802502,General Maynard,SE,Sergipe,general maynard
2802601,Graccho Cardoso,SE,Sergipe,graccho cardoso
2802700,Ilha das Flores,SE,Sergipe,ilha das flores
2802809,Indiaroba,SE,Sergipe,indiaroba
2802908,Itabaiana,SE,Sergipe,itabaiana
2803005,Itabaianinha,SE,Sergipe,itabaianinha
2803104,Itabi,SE,Sergipe,itabi
2803203,Itaporanga d'Ajuda,SE,Sergipe,itaporanga d'ajuda
2803302,Japaratuba,SE,Sergipe,japaratuba
2803401,Japoatã,SE,Sergipe,japoata
2803500,Lagarto,SE,Sergipe,lagarto
2803609,Laranjeiras,SE,Sergipe,laranjeiras
2803708,Macambira,SE,Sergipe,macambira
2803807,Malhada dos Bois,SE,Sergipe,malhada dos bois
2803906,Malhador,SE,Sergipe,malhador
2804003,Maruim,SE,Sergipe,maruim
2804102,Moita Bonita,SE,Sergipe,moita bonita
2804201,Monte Alegre de Sergipe,SE,Sergipe,monte alegre de sergipe
2804300,Muribeca,SE,Sergipe,muribeca
2804409,Neópolis,SE,Sergipe,neopolis
2804458,Nossa Senhora Aparecida,SE,Sergipe,nossa senhora aparecida
2804508,Nossa Senhora da Glória,SE,Sergipe,nossa senhora da gloria
2804607,Nossa Senhora das Dores,SE,Sergipe,nossa senhora das dores
2804706,Nossa Senhora de Lourdes,SE,Sergipe,nossa senhora de lourdes
2804805,Nossa Senhora do Socorro,SE,Sergipe,nossa senhora do socorro
2804904,Pacatuba,SE,Sergipe,pacatuba
2805000,Pedra Mole,SE,Sergipe,pedra mole
2805109,Pedrinhas,SE,Sergipe,pedrinhas
2805208,Pinhão,SE,Sergipe,pinhao
2805307,Pirambu,SE,Sergipe,pirambu
2805406,Poço Redondo,SE,Sergipe,poco redondo
2805505,Poço Verde,SE,Sergipe,poco verde
2805604,Porto da Folha,SE,Sergipe,porto da folha
2805703,Propriá,SE,Sergipe,propria
2805802,Riachão do Dantas,SE,Sergipe,riachao do dantas
2805901,Riachuelo,SE,Sergipe,riachuelo
2806008,Ribeirópolis,SE,Sergipe,ribeiropolis
2806107,Rosário do Catete,SE,Sergipe,rosario do catete
2806206,Salgado,SE,Sergipe,salgado
2806305,Santa Luzia do Itanhy,SE,Sergipe,santa luzia do itanhy
2806503,Santa Rosa de Lima,SE,Sergipe,santa rosa de lima
2806404,Santana do São Francisco,SE,Sergipe,santana do sao francisco
2806602,Santo Amaro das Brotas,SE,Sergipe,santo amaro das brotas
2806701,São Cristóvão,SE,Sergipe,sao cristovao
2806800,São Domingos,SE,Sergipe,sao domingos
2806909,São Francisco,SE,Sergipe,sao francisco
2807006,São Miguel do Aleixo,SE,Sergipe,sao miguel do aleixo
2807105,Simão Dias,SE,Sergipe,simao dias
2807204,Siriri,SE,Sergipe,siriri
2807303,Telha,SE,Sergipe,telha
2807402,Tobias Barreto,SE,Sergipe,tobias barreto
2807501,Tomar do Geru,SE,Sergipe,tomar do geru
2807600,Umbaúba,SE,Sergipe,umbauba
3500105,Adamantina,SP,São Paulo,adamantina
3500204,Adolfo,SP,São Paulo,adolfo
3500303,Aguaí,SP,São Paulo,aguai
3500402,Águas da Prata,SP,São Paulo,aguas da prata
3500501,Águas de Lindóia,SP,São Paulo,aguas de lindoia
3500550,Águas de Santa Bárbara,SP,São Paulo,aguas de santa barbara
3500600,Águas de São Pedro,SP,São Paulo,aguas de sao pedro
3500709,Agudos,SP,São Paulo,agudos
3500758,Alambari,SP,São Paulo,alambari
3500808,Alfredo Marcondes,SP,São Paulo,alfredo marcondes
3500907,Altair,SP,São Paulo,altair
3501004,Altinópolis,SP,São Paulo,altinopolis
3501103,Alto Alegre,SP,São Paulo,alto alegre
3501152,Alumínio,SP,São Paulo,aluminio
3501202,Álvares Florence,SP,São Paulo,alvares florence
3501301,Álvares Machado,SP,São Paulo,alvares machado
3501400,Álvaro de Carvalho,SP,São Paulo,alvaro de carvalho
3501509,Alvinlândia,SP,São Paulo,alvinlandia
3501608,Americana,SP,São Paulo,americana
3501707,Américo Brasiliense,SP,São Paulo,americo brasiliense
3501806,Américo de Campos,SP,São Paulo,americo de campos
3501905,Amparo,SP,São Paulo,amparo
3502002,Analândia,SP,São Paulo,analandia
3502101,Andradina,SP,São Paulo,andradina
3502200,Angatuba,SP,São Paulo,angatuba
3502309,Anhembi,SP,São Paulo,anhembi
3502408,Anhumas,SP,São Paulo,anhumas
3502507,Aparecida,SP,São Paulo,aparecida
3502606,Aparecida d'Oeste,SP,São Paulo,aparecida d'oeste
3502705,Apiaí,SP,São Paulo,apiai
3502754,Araçariguama,SP,São Paulo,aracariguama
3502804,Araçatuba,SP,São Paulo,aracatuba
3502903,Araçoiaba da Serra,SP,São Paulo,aracoiaba da serra
3503000,Aramina,SP,São Paulo,aramina
3503109,Arandu,SP,São Paulo,arandu
3503158,Arapeí,SP,São Paulo,arapei
3503208,Araraquara,SP,São Paulo,araraquara
3503307,Araras,SP,São Paulo,araras
3503356,Arco-Íris,SP,São Paulo,arco-iris
3503406,Arealva,SP,São Paulo,arealva
3503505,Areias,SP,São Paulo,areias
3503604,Areiópolis,SP,São Paulo,areiopolis
3503703,Ariranha,SP,São Paulo,ariranha
3503802,Artur Nogueira,SP,São Paulo,artur nogueira
3503901,Arujá,SP,São Paulo,aruja
3503950,Aspásia,SP,São Paulo,aspasia
3504008,Assis,SP,São Paulo,assis
3504107,Atibaia,SP,São Paulo,atibaia
3504206,Auriflama,SP,São Paulo,auriflama
3504305,Avaí,SP,São Paulo,avai
3504404,Avanhandava,SP,São Paulo,avanhandava
3504503,Avaré,SP,São Paulo,avare
3504602,Bady Bassitt,SP,São Paulo,bady bassitt
3504701,Balbinos,SP,São Paulo,balbinos
3504800,Bálsamo,SP,São Paulo,balsamo
3504909,Bananal,SP,São Paulo,bananal
3505005,Barão de Antonina,SP,São Paulo,barao de antonina
3505104,Barbosa,SP,São Paulo,barbosa
3505203,Bariri,SP,São Paulo,bariri
3505302,Barra Bonita,SP,São Paulo,barra bonita
3505351,Barra do Chapéu,SP,São Paulo,barra do chapeu
3505401,Barra do Turvo,SP,São Paulo,barra do turvo
3505500,Barretos,SP,São Paulo,barretos
3505609,Barrinha,SP,São Paulo,barrinha
3505708,Barueri,SP,São Paulo,barueri
3505807,Bastos,SP,São Paulo,bastos
3505906,Batatais,SP,São Paulo,batatais
3506003,Bauru,SP,São Paulo,bauru
3506102,Bebedouro,SP,São Paulo,bebedouro
3506201,Bento de Abreu,SP,São Paulo,bento de abreu
3506300,Bernardino de Campos,SP,São Paulo,bernardino de campos
3506359,Bertioga,SP,São Paulo,bertioga
3506409,Bilac,SP,São Paulo,bilac
3506508,Birigui,SP,São Paulo,birigui
3506607,Biritiba Mirim,SP,São Paulo,biritiba mirim
3506706,Boa Esperança do Sul,SP,São Paulo,boa esperanca do sul
3506805,Bocaina,SP,São Paulo,bocaina
3506904,Bofete,SP,São Paulo,bofete
3507001,Boituva,SP,São Paulo,boituva
3507100,Bom Jesus dos Perdões,SP,São Paulo,bom jesus dos perdoes
3507159,Bom Sucesso de Itararé,SP,São Paulo,bom sucesso de itarare
3507209,Borá,SP,São Paulo,bora
3507308,Boracéia,SP,São Paulo,boraceia
3507407,Borborema,SP,São Paulo,borborema
3507456,Borebi,SP,São Paulo,borebi
3507506,Botucatu,SP,São Paulo,botucatu
3507605,Bragança Paulista,SP,São Paulo,braganca paulista
3507704,Braúna,SP,São Paulo,brauna
3507753,Brejo Alegre,SP,São Paulo,brejo alegre
3507803,Brodowski,SP,São Paulo,brodowski
3507902,Brotas,SP,São Paulo,brotas
3508009,Buri,SP,São Paulo,buri
3508108,Buritama,SP,São Paulo,buritama
3508207,Buritizal,SP,São Paulo,buritizal
3508306,Cabrália Paulista,SP,São Paulo,cabralia paulista
3508405,Cabreúva,SP,São Paulo,cabreuva
3508504,Caçapava,SP,São Paulo,cacapava
3508603,Cachoeira Paulista,SP,São Paulo,cachoeira paulista
3508702,Caconde,SP,São Paulo,caconde
3508801,Cafelândia,SP,São Paulo,cafelandia
3508900,Caiabu,SP,São Paulo,caiabu
3509007,Caieiras,SP,São Paulo,caieiras
3509106,Caiuá,SP,São Paulo,caiua
3509205,Cajamar,SP,São Paulo,cajamar
3509254,Cajati,SP,São Paulo,cajati
3509304,Cajobi,SP,São Paulo,cajobi
3509403,Cajuru,SP,São Paulo,cajuru
3509452,Campina do Monte Alegre,SP,São Paulo,campina do monte alegre
3509502,Campinas,SP,São Paulo,campinas
3509601,Campo Limpo Paulista,SP,São Paulo,campo limpo paulista
3509700,Campos do Jordão,SP,São Paulo,campos do jordao
3509809,Campos Novos Paulista,SP,São Paulo,campos novos paulista
3509908,Cananéia,SP,São Paulo,cananeia
3509957,Canas,SP,São Paulo,canas
3510005,Cândido Mota,SP,São Paulo,candido mota
3510104,Cândido Rodrigues,SP,São Paulo,candido rodrigues
3510153,Canitar,SP,São Paulo,canitar
3510203,Capão Bonito,SP,São Paulo,capao bonito
3510302,Capela do Alto,SP,São Paulo,capela do alto
3510401,Capivari,SP,São Paulo,capivari
3510500,Caraguatatuba,SP,São Paulo,caraguatatuba
3510609,Carapicuíba,SP,São Paulo,carapicuiba
3510708,Cardoso,SP,São Paulo,cardoso
3510807,Casa Branca,SP,São Paulo,casa branca
3510906,Cássia dos Coqueiros,SP,São Paulo,cassia dos coqueiros
3511003,Castilho,SP,São Paulo,castilho
3511102,Catanduva,SP,São Paulo,catanduva
3511201,Catiguá,SP,São Paulo,catigua
3511300,Cedral,SP,São Paulo,cedral
3511409,Cerqueira César,SP,São Paulo,cerqueira cesar
3511508,Cerquilho,SP,São Paulo,cerquilho
3511607,Cesário Lange,SP,São Paulo,cesario lange
3511706,Charqueada,SP,São Paulo,charqueada
3557204,Chavantes,SP,São Paulo,chavantes
3511904,Clementina,SP,São Paulo,clementina
3512001,Colina,SP,São Paulo,colina
3512100,Colômbia,SP,São Paulo,colombia
3512209,Conchal,SP,São Paulo,conchal
3512308,Conchas,SP,São Paulo,conchas
3512407,Cordeirópolis,SP,São Paulo,cordeiropolis
3512506,Coroados,SP,São Paulo,coroados
3512605,Coronel Macedo,SP,São Paulo,coronel macedo
3512704,Corumbataí,SP,São Paulo,corumbatai
3512803,Cosmópolis,SP,São Paulo,cosmopolis
3512902,Cosmorama,SP,São Paulo,cosmorama
3513009,Cotia,SP,São Paulo,cotia
3513108,Cravinhos,SP,São Paulo,cravinhos
3513207,Cristais Paulista,SP,São Paulo,cristais paulista
3513306,Cruzália,SP,São Paulo,cruzalia
3513405,Cruzeiro,SP,São Paulo,cruzeiro
3513504,Cubatão,SP,São Paulo,cubatao
3513603,Cunha,SP,São Paulo,cunha
3513702,Descalvado,SP,São Paulo,descalvado
3513801,Diadema,SP,São Paulo,diadema
3513850,Dirce Reis,SP,São Paulo,dirce reis
3513900,Divinolândia,SP,São Paulo,divinolandia
3514007,Dobrada,SP,São Paulo,dobrada
3514106,Dois Córregos,SP,São Paulo,dois corregos
3514205,Dolcinópolis,SP,São Paulo,dolcinopolis
3514304,Dourado,SP,São Paulo,dourado
3514403,Dracena,SP,São Paulo,dracena
3514502,Duartina,SP,São Paulo,duartina
3514601,Dumont,SP,São Paulo,dumont
3514700,Echaporã,SP,São Paulo,echapora
3514809,Eldorado,SP,São Paulo,eldorado
3514908,Elias Fausto,SP,São Paulo,elias fausto
3514924,Elisiário,SP,São Paulo,elisiario
3514957,Embaúba,SP,São Paulo,embauba
3515004,Embu das Artes,SP,São Paulo,embu das artes
